OD (in),Length (in),Rate (lbs/in),Initial Tension (lbs),Sugg. Max. Defl. (in),Sugg. Max. Load (lbs),Wire Dia. (in)
0.5,2.5,4.2,2,2.2,11,0.055
0.5,2.75,3.7,2,2.5,11,0.055
0.5,3,3.3,2,2.8,11,0.055
0.5,4.28,2.2,2,4.2,11,0.055
0.5,4.5,2.3,2,4.3,12,0.056
0.5,1.38,20,3,0.68,17,0.063
0.156,0.38,0.28,0.02,1.3,0.37,0.01
0.5,3.75,5.3,3,2.6,17,0.063
0.656,2.5,1.9,1,3.9,8.3,0.055
0.75,2,3.8,1,2.6,11,0.063
0.75,2.38,2.9,1,3.4,11,0.063
0.75,3.5,1.7,1,5.8,11,0.063
0.75,4,1.4,1,6.9,11,0.063
0.75,4.41,1.3,1,7.6,12,0.064
0.75,2.25,7.8,3,1.9,18,0.075
0.75,2.75,5.8,3,2.6,18,0.075
0.75,4.22,3.3,3,4.6,18,0.075
0.75,5,2.7,3,5.6,18,0.075
0.843,4,2.5,2,5.6,16,0.075
0.843,5,1.9,2,7.4,16,0.075
0.843,2.25,11,4,1.7,23,0.085
0.843,3,7.1,4,2.7,23,0.085
0.843,3.75,5.2,4,3.7,23,0.085
0.843,4.25,4.4,4,4.4,23,0.085
1,2.75,2.7,1,4.4,13,0.075
1,4,1.5,1,7.7,13,0.075
1,5,1.1,1,10,13,0.075
0.125,1.13,4,0.6,0.73,3.5,0.02
0.25,1.13,1.8,0.4,1.8,3.5,0.026
0.25,1.13,4.6,0.8,1.2,6,0.031
0.25,2.13,2.1,0.8,2.5,6,0.031
0.25,2.38,7.5,2,0.97,9.6,0.04
0.25,3,4.4,2,1.4,8.1,0.038
0.359,1.88,2,0.7,2.1,5,0.037
0.359,2.5,1.6,0.8,2.8,5.4,0.038
0.359,2.5,2.5,1,2.3,6.9,0.041
0.359,1.63,6.9,2,1.1,9.2,0.045
0.359,1.75,6.3,2,1.2,9.2,0.045
0.359,2.25,4.6,2,1.6,9.2,0.045
0.359,1.5,23,4,0.54,16,0.055
0.359,2,16,4,0.78,16,0.055
0.359,2.75,11,4,1.1,16,0.055
0.359,4.5,6.2,4,2,16,0.055
0.5,1.63,0.95,0.3,3.4,3.5,0.037
0.5,1.75,0.85,0.3,3.7,3.5,0.037
0.5,2.25,2.1,0.9,3,7.2,0.047
0.5,1.63,7.6,2,1.2,11,0.055
0.5,1.75,6.8,2,1.4,11,0.055
0.5,2.13,5.2,2,1.8,11,0.055
0.5,4,2.4,2,3.9,11,0.055
0.5,4.5,2.8,2,3.9,13,0.058
0.5,1.75,14,3,0.98,17,0.063
0.5,2.25,10,3,1.4,17,0.063
0.5,4.75,4.4,3,3.3,18,0.064
0.5,5,3.8,3,3.6,17,0.063
0.75,3,2,1,4.7,11,0.063
0.75,4.38,3.1,3,4.8,18,0.075
0.75,3.75,3.8,3,3.9,18,0.075
0.75,2.5,6.6,3,2.3,18,0.075
0.843,2.75,8,4,2.4,23,0.085
0.843,4,4.8,4,4.1,23,0.085
1,5,2.1,2,7.9,19,0.085
1,4.75,4.1,4,5.3,26,0.095
0.125,1,2.3,0.3,0.62,1.7,0.018
0.125,1.38,2.8,0.5,0.67,2.4,0.02
0.125,1.25,5.4,0.8,0.47,3.3,0.022
0.125,1.38,5,0,0.5,2.5,0.022
0.125,1.5,4.4,0.8,0.57,3.3,0.022
0.125,1.63,4,0.8,0.62,3.3,0.022
0.125,1.75,3.7,0.8,0.67,3.3,0.022
0.125,1.88,3.4,0.8,0.73,3.3,0.022
0.25,1,1.9,0.3,1.1,2.4,0.026
0.25,1.5,1.1,0.3,1.9,2.4,0.026
0.25,1.13,11,2,0.52,7,0.037
0.25,1.25,9.3,2,0.59,7,0.037
0.25,1.63,6.7,2,0.82,7,0.037
0.25,2.38,6.7,2,1,9.1,0.04
0.25,2.5,4.1,2,1.3,7,0.037
0.25,2.75,3.7,2,1.5,7,0.037
0.25,3,3.3,2,1.6,7,0.037
0.25,1,22,2,0.34,9.8,0.041
0.25,1.63,12,2,0.62,9.8,0.041
0.25,1.75,11,2,0.68,9.8,0.041
0.25,2.25,8.1,2,0.91,9.8,0.041
0.25,2.75,6.5,2,1.1,9.8,0.041
0.25,3,5.9,2,1.3,9.8,0.041
0.25,3.25,5.4,2,1.4,9.8,0.041
0.359,1,1.7,0.3,1.5,2.8,0.031
0.359,1.25,1.2,0.3,2.1,2.8,0.031
0.359,1.38,1.1,0.3,2.4,2.8,0.031
0.359,1.5,0.94,0.3,2.7,2.8,0.031
0.359,1,4.4,0.7,0.92,4.7,0.037
0.359,1.25,3.1,0.7,1.3,4.7,0.037
0.359,2.25,1.4,0.7,2.8,4.7,0.037
0.359,2.38,1.3,0.7,3,4.7,0.037
0.359,1,7.5,1,0.72,6.5,0.041
0.359,1.25,5.3,1,1,6.5,0.041
0.359,1.5,4.1,1,1.3,6.5,0.041
0.359,1.75,3.4,1,1.6,6.5,0.041
0.359,1.88,3.1,1,1.8,6.5,0.041
0.359,2,2.9,1,1.9,6.5,0.041
0.359,2.25,2.5,1,2.2,6.5,0.041
0.359,1,12,2,0.58,8.7,0.045
0.359,1.5,6.8,2,1,8.7,0.045
0.359,1.88,5.1,2,1.4,8.7,0.045
0.359,2,4.7,2,1.5,8.7,0.045
0.359,2.5,3.6,2,2,8.7,0.045
0.359,3,2.9,2,2.5,8.7,0.045
0.359,1.13,30,4,0.38,15,0.055
0.875,9,20,24,3.2,87,0.135
0.359,1.75,17,4,0.7,15,0.055
0.359,2,14,4,0.83,15,0.055
0.359,2.5,11,4,1.1,15,0.055
0.359,2.75,9.6,4,1.2,15,0.055
0.359,3,8.7,4,1.3,15,0.055
0.359,3.5,7.3,4,1.6,15,0.055
0.359,3.75,6.8,4,1.7,15,0.055
0.359,4,6.3,4,1.9,15,0.055
0.5,1.38,1.1,0.3,2.7,3.3,0.037
0.5,1.5,0.95,0.3,3.1,3.3,0.037
1.125,8.5,15,20,4.4,87,0.148
0.5,1.63,0.84,0.3,3.6,3.3,0.037
0.5,1.25,2.2,0.5,1.8,4.5,0.041
0.5,1.75,1.3,0.5,3.1,4.5,0.041
0.5,1.38,3,0.7,1.7,6.1,0.045
0.5,1.63,2.3,0.7,2.3,6.1,0.045
0.5,1.75,2.1,0.7,2.5,6.1,0.045
0.5,2.13,1.6,0.7,3.3,6.1,0.045
0.5,2.25,1.5,0.7,3.6,6.1,0.045
0.5,2.25,4.3,2,2.1,11,0.055
0.5,2.38,4,2,2.2,11,0.055
1.375,8,15,18,4.8,89,0.162
0.5,2.75,3.3,2,2.7,11,0.055
0.5,3.5,2.5,2,3.6,11,0.055
0.5,1.25,21,3,0.62,16,0.063
0.5,1.88,11,3,1.2,16,0.063
0.5,4.75,3.6,3,3.6,16,0.063
0.656,2.25,1.9,0.9,3.6,7.9,0.055
0.656,2.75,1.5,0.9,4.7,7.9,0.055
0.75,2,3.4,1,2.7,10,0.063
0.75,4.25,1.1,1,8,10,0.063
0.75,2,8.4,3,1.7,17,0.075
0.75,2.75,5.1,3,2.8,17,0.075
0.75,3.5,3.7,3,3.8,17,0.075
0.75,4,3.1,3,4.5,17,0.075
0.75,4.25,2.9,3,4.9,17,0.075
0.75,4.75,2.5,3,5.6,17,0.075
0.75,5,2.4,3,6,17,0.075
0.843,3.5,2.6,2,4.9,15,0.075
0.843,4,2.2,2,5.9,15,0.075
0.843,4.75,1.8,2,7.3,15,0.075
0.843,2.25,9.8,3,1.9,22,0.085
0.843,2.75,7.1,3,2.6,22,0.085
0.843,4,4.2,3,4.3,22,0.085
0.843,4.25,3.9,3,4.7,22,0.085
0.843,4.5,3.6,3,5,22,0.085
1,2.5,2.8,1,3.9,12,0.075
0.25,1,2.5,0.4,1.2,3.5,0.026
0.188,0.75,1.4,0.2,1.3,1.9,0.019
0.296,1.63,13,2,0.49,8.1,0.041
0.375,2,2.9,0.7,2.1,6.9,0.038
0.859,2.23,11,3,1.8,22,0.085
0.359,1.8,26,5,0.55,19,0.059
0.625,14.3,2.5,6,9.2,29,0.082
0.625,2,203,32,0.31,94,0.12
0.188,1,1.4,0.3,1.1,1.8,0.021
0.25,1,2.5,0.4,1.2,3.5,0.026
0.5,4.5,4.6,3,4.2,23,0.063
0.75,4,1.6,1,8.3,15,0.063
0.75,3.5,0.86,0.7,7.1,6.8,0.055
1,4,2,2,8,18,0.085
1,5,2.2,2,7.3,18,0.085
1,4.5,4.7,4,4.4,24,0.095
1,5,4,4,5.1,24,0.095
0.812,8.38,3.4,5,10,40,0.092
0.468,3.44,6.7,4,2.1,18,0.062
1.875,7.63,624,345,0.88,892,0.375
0.188,0.75,0.9,0.1,1.1,1.1,0.018
0.437,3.31,11,4,1.3,17,0.06
0.188,0.73,17,1,0.21,4.7,0.029
0.5,7.13,6.8,6,3,27,0.074
0.188,0.63,8.5,0.6,0.28,3,0.025
0.281,0.7,314,10,0.09,38,0.06
0.406,3.13,9.2,3,1.8,20,0.056
0.437,1.25,136,10,0.26,46,0.076
0.5,1.54,178,17,0.2,53,0.092
0.18,1,18,1,0.39,8.6,0.031
0.75,2.5,9.2,0,2.3,21,0.075
0.375,1.7,81.3,12,0.29,45,0.071
0.188,2,11,2,0.8,11,0.034
0.296,1.12,7.1,1,0.68,5.8,0.037
0.437,3,5.4,2,2.8,17,0.055
0.312,16.1,1.1,0,8.7,9.6,0.047
0.375,16.4,1.3,0,8.6,11,0.054
0.406,16.4,1.4,0,9.2,13,0.058
0.469,16.4,1.2,0,12,14,0.062
0.5,16.4,2.3,0,8.2,19,0.072
1.312,8,102,85,1.7,255,0.225
1.312,10.3,75,85,2.2,255,0.225
1.75,8,27,30,4.1,141,0.207
1.125,16,1.2,5,22,31,0.105
0.875,11.8,1.8,4,12,26,0.091
1.062,12.5,1.9,5,15,33,0.105
1.25,12,12,23,6.2,100,0.162
1.75,14,12,30,8.9,141,0.207
2,8,18,22,5.4,120,0.207
2,14,8.4,22,12,120,0.207
1.375,14,18,38,6,149,0.192
1.5,8.5,25,31,4,133,0.192
1.5,14,14,31,7.3,133,0.192
1.25,8,32,33,3.2,134,0.177
1.25,14,16,33,6.2,134,0.177
1.5,14,9,22,9.4,107,0.177
1.75,14,5.4,16,13,89,0.177
1.25,6.5,26,23,3,100,0.162
1.25,10,9.2,16,6.6,77,0.148
1.5,14,3.6,10,14,62,0.148
0.75,3.5,107,34,0.68,107,0.135
1.188,12,5.3,12,9.2,61,0.135
1.312,12,3.8,9,12,54,0.135
0.75,8.5,4.2,6,6,31,0.091
0.812,4.5,7.1,5,3.3,29,0.091
0.625,8.5,3.9,5,5.5,27,0.08
0.375,10.5,2,3,5.5,14,0.054
0.437,3.5,4,2,2.5,12,0.054
0.5,4,2.3,2,3.9,10,0.054
0.562,3,2.3,1,3.4,9.2,0.054
0.625,6.5,0.65,1,11,8.3,0.054
0.437,3.5,2,1,3.6,8.4,0.047
0.25,6,1.1,1,4.3,6,0.034
0.312,6,0.23,0.3,15,3.9,0.029
1.375,5.38,545,211,0.55,512,0.283
1.375,5.75,209,107,0.97,310,0.243
1,8,25,26,2.9,99,0.148
0.625,2.5,10,3,1.5,19,0.072
0.625,3.25,6.4,3,2.4,19,0.072
1,7,18,17,3.1,75,0.135
0.562,16.5,0.32,1,25,9.2,0.054
1.5,11.5,2.7,7,15,47,0.135
1.5,7,112,87,1.7,275,0.243
0.312,1.5,18,3,0.55,12,0.047
1.5,4,182,62,0.83,213,0.225
1.5,5,194,87,0.97,275,0.243
1,9,6.9,11,6.1,52,0.12
0.5,1.63,66,9,0.39,35,0.08
0.5,1.94,48,9,0.53,35,0.08
0.5,2.19,42,9,0.61,35,0.08
1.25,11.8,2.6,6,13,40,0.12
1.188,12,15,26,5.5,107,0.162
1.25,14,10,23,7.5,100,0.162
1.062,12,7.7,15,7.1,69,0.135
1,12,5,11,8.4,52,0.12
1,12,2.4,6,12,35,0.105
0.5,1.38,84,9,0.31,35,0.08
0.562,2.88,11,4,1.6,22,0.072
0.75,4.5,1.2,1,7.8,10,0.062
0.812,4,39,17,1.3,66,0.12
0.75,3.75,26,11,1.5,50,0.105
0.875,3.5,7.7,4,2.8,26,0.091
0.75,3.5,1.7,1,5.4,10,0.062
0.562,3.5,30,12,1.1,44,0.091
0.063,0.25,1,0.03,0.29,0.32,0.007
0.063,0.25,0.85,0.03,0.22,0.22,0.007
0.063,0.31,0.7,0.03,0.42,0.32,0.007
0.063,0.31,0.59,0.03,0.32,0.22,0.007
0.063,0.38,0.52,0.03,0.57,0.32,0.007
0.063,0.38,0.44,0.03,0.44,0.22,0.007
0.063,0.44,0.42,0.03,0.7,0.32,0.007
0.063,0.44,0.35,0.03,0.54,0.22,0.007
0.063,0.5,0.38,0.03,0.77,0.32,0.007
0.063,0.5,0.32,0.03,0.59,0.22,0.007
0.063,0.25,2,0.04,0.21,0.46,0.008
0.063,0.25,1.7,0.03,0.16,0.3,0.008
0.063,0.31,1.4,0.04,0.3,0.46,0.008
0.063,0.31,1.2,0.03,0.22,0.3,0.008
0.063,0.38,1.1,0.04,0.38,0.46,0.008
0.063,0.38,0.94,0.03,0.28,0.3,0.008
0.063,0.44,0.89,0.04,0.48,0.46,0.008
0.063,0.44,0.76,0.03,0.35,0.3,0.008
0.063,0.5,0.72,0.04,0.59,0.46,0.008
0.063,0.5,0.61,0.03,0.44,0.3,0.008
0.063,0.63,0.59,0.04,0.72,0.46,0.008
0.063,0.63,0.5,0.03,0.54,0.3,0.008
0.063,0.75,0.48,0.04,0.88,0.46,0.008
0.063,0.75,0.41,0.03,0.65,0.3,0.008
0.063,0.25,3.7,0.06,0.16,0.65,0.009
0.063,0.25,3.1,0.05,0.12,0.42,0.009
0.063,0.31,2.7,0.06,0.22,0.65,0.009
0.063,0.31,2.3,0.05,0.16,0.42,0.009
0.063,0.38,2.1,0.06,0.28,0.65,0.009
0.063,0.38,1.8,0.05,0.21,0.42,0.009
0.063,0.44,1.7,0.06,0.35,0.65,0.009
0.063,0.44,1.4,0.05,0.26,0.42,0.009
0.063,0.5,1.4,0.06,0.42,0.65,0.009
0.063,0.5,1.2,0.05,0.31,0.42,0.009
0.063,0.63,1.1,0.06,0.53,0.65,0.009
0.063,0.63,0.94,0.05,0.4,0.42,0.009
0.063,0.75,0.88,0.06,0.67,0.65,0.009
0.063,0.75,0.75,0.05,0.49,0.42,0.009
0.063,0.25,11,0.1,0.09,1.1,0.011
0.063,0.25,9.4,0.09,0.07,0.74,0.011
0.063,0.31,7.9,0.1,0.13,1.1,0.011
0.063,0.31,6.7,0.09,0.1,0.74,0.011
0.063,0.38,5.9,0.1,0.18,1.1,0.011
0.063,0.38,5,0.09,0.13,0.74,0.011
0.063,0.44,4.8,0.1,0.22,1.1,0.011
0.063,0.44,4.1,0.09,0.16,0.74,0.011
0.063,0.5,4.1,0.1,0.26,1.1,0.011
0.063,0.5,3.5,0.09,0.19,0.74,0.011
0.063,0.63,3.2,0.1,0.33,1.1,0.011
0.063,0.63,2.7,0.09,0.24,0.74,0.011
0.063,0.75,2.5,0.1,0.42,1.1,0.011
0.063,0.75,2.1,0.09,0.31,0.74,0.011
0.094,0.38,1.2,0.05,0.47,0.61,0.01
0.094,0.38,1,0.04,0.35,0.4,0.01
0.094,0.44,0.92,0.05,0.61,0.61,0.01
0.094,0.44,0.78,0.04,0.45,0.4,0.01
0.094,0.5,0.78,0.05,0.72,0.61,0.01
0.094,0.5,0.66,0.04,0.53,0.4,0.01
0.094,0.63,0.58,0.05,0.97,0.61,0.01
0.094,0.63,0.49,0.04,0.72,0.4,0.01
0.094,0.75,0.42,0.05,1.3,0.61,0.01
0.094,0.75,0.36,0.04,0.99,0.4,0.01
0.094,0.88,0.33,0.05,1.7,0.61,0.01
0.094,0.88,0.28,0.04,1.3,0.4,0.01
0.094,1,0.26,0.04,1.4,0.4,0.01
0.094,0.38,2,0.07,0.38,0.81,0.011
0.094,0.38,1.7,0.06,0.28,0.52,0.011
0.094,0.44,1.5,0.07,0.49,0.81,0.011
0.094,0.44,1.3,0.06,0.36,0.52,0.011
0.094,0.5,1.2,0.07,0.6,0.81,0.011
0.094,0.5,1,0.06,0.45,0.52,0.011
0.094,0.63,0.92,0.07,0.81,0.81,0.011
0.094,0.63,0.78,0.06,0.6,0.52,0.011
0.094,0.75,0.72,0.07,1,0.81,0.011
0.094,0.75,0.61,0.06,0.77,0.52,0.011
0.094,0.88,0.6,0.07,1.2,0.81,0.011
0.094,0.88,0.51,0.06,0.92,0.52,0.011
0.094,1,0.51,0.07,1.5,0.81,0.011
0.094,1,0.43,0.06,1.1,0.52,0.011
0.094,0.38,3.2,0.1,0.3,1.1,0.012
0.094,0.38,2.7,0.09,0.22,0.69,0.012
0.094,0.44,2,0.09,0.3,0.69,0.012
0.094,0.5,2,0.1,0.48,1.1,0.012
0.094,0.5,1.7,0.09,0.35,0.69,0.012
0.094,0.63,1.5,0.1,0.64,1.1,0.012
0.094,0.63,1.3,0.09,0.47,0.69,0.012
0.094,0.75,1.2,0.1,0.8,1.1,0.012
0.094,0.75,1,0.09,0.59,0.69,0.012
0.094,0.88,0.98,0.1,0.98,1.1,0.012
0.094,0.88,0.83,0.09,0.72,0.69,0.012
0.094,1,0.69,0.09,0.87,0.69,0.012
0.094,0.38,4.7,0.1,0.26,1.3,0.013
0.094,0.38,4,0.1,0.19,0.86,0.013
0.094,0.44,3.7,0.1,0.33,1.3,0.013
0.094,0.44,3.1,0.1,0.25,0.86,0.013
0.094,0.5,3.1,0.1,0.4,1.3,0.013
0.094,0.5,2.6,0.1,0.29,0.86,0.013
0.094,0.63,2.2,0.1,0.54,1.3,0.013
0.094,0.63,1.9,0.1,0.4,0.86,0.013
0.094,0.75,1.8,0.1,0.69,1.3,0.013
0.094,0.75,1.5,0.1,0.51,0.86,0.013
0.094,0.88,1.5,0.1,0.83,1.3,0.013
0.094,0.88,1.2,0.1,0.62,0.86,0.013
0.094,1,1.2,0.1,0.98,1.3,0.013
0.094,1,1,0.1,0.72,0.86,0.013
0.094,0.38,7.1,0.2,0.21,1.6,0.014
0.094,0.44,5.5,0.2,0.27,1.6,0.014
0.094,0.44,4.7,0.1,0.2,1.1,0.014
0.094,0.5,4.6,0.2,0.32,1.6,0.014
0.094,0.5,3.9,0.1,0.24,1.1,0.014
0.094,0.63,3.4,0.2,0.43,1.6,0.014
0.094,0.63,2.9,0.1,0.32,1.1,0.014
0.094,0.75,2.7,0.2,0.55,1.6,0.014
0.094,0.75,2.3,0.1,0.4,1.1,0.014
0.094,0.88,1.9,0.1,0.5,1.1,0.014
0.094,1,1.6,0.1,0.57,1.1,0.014
0.094,0.38,14,0.2,0.14,2.1,0.016
0.094,0.38,12,0.2,0.11,1.4,0.016
0.094,0.44,11,0.2,0.18,2.1,0.016
0.094,0.44,9.4,0.2,0.14,1.4,0.016
0.094,0.5,9.2,0.2,0.21,2.1,0.016
0.094,0.5,7.8,0.2,0.16,1.4,0.016
0.094,0.63,6.8,0.2,0.29,2.1,0.016
0.094,0.63,5.8,0.2,0.22,1.4,0.016
0.094,0.75,5.3,0.2,0.37,2.1,0.016
0.094,0.75,4.5,0.2,0.29,1.4,0.016
0.094,0.88,4.4,0.2,0.44,2.1,0.016
0.094,0.88,3.7,0.2,0.34,1.4,0.016
0.094,1,3.7,0.2,0.53,2.1,0.016
0.094,1,3.1,0.2,0.41,1.4,0.016
0.12,0.5,2,0.1,0.6,1.3,0.014
0.12,0.5,1.7,0.1,0.44,0.86,0.014
0.12,0.63,1.5,0.1,0.8,1.3,0.014
0.12,0.63,1.3,0.09,0.59,0.85,0.014
0.12,0.75,1.1,0.1,1.1,1.3,0.014
0.12,0.75,0.97,0.09,0.78,0.85,0.014
0.12,0.81,0.97,0.1,1.2,1.3,0.014
0.12,0.81,0.82,0.1,0.91,0.86,0.014
0.12,0.88,0.94,0.1,1.3,1.3,0.014
0.12,0.88,0.8,0.09,0.94,0.85,0.014
0.12,1,0.78,0.1,1.5,1.3,0.014
0.12,1,0.66,0.09,1.1,0.85,0.014
0.12,1.13,0.67,0.1,1.8,1.3,0.014
0.12,1.13,0.57,0.09,1.3,0.85,0.014
0.12,1.25,0.58,0.1,2.1,1.3,0.014
0.12,1.25,0.5,0.09,1.5,0.85,0.014
0.12,1.38,0.55,0.1,2.2,1.3,0.014
0.12,1.38,0.47,0.09,1.6,0.85,0.014
0.12,1.5,0.48,0.1,2.5,1.3,0.014
0.12,1.5,0.41,0.09,1.9,0.85,0.014
0.12,0.38,7.9,0.2,0.2,1.8,0.016
0.12,0.38,6.7,0.2,0.16,1.2,0.016
0.12,0.5,4.4,0.2,0.37,1.8,0.016
0.12,0.5,3.7,0.2,0.28,1.2,0.016
0.12,0.63,3.1,0.2,0.52,1.8,0.016
0.12,0.63,2.6,0.2,0.4,1.2,0.016
0.12,0.75,2.3,0.2,0.69,1.8,0.016
0.12,0.75,2,0.2,0.54,1.2,0.016
0.12,0.88,1.9,0.2,0.85,1.8,0.016
0.12,0.88,1.6,0.2,0.66,1.2,0.016
0.12,1,1.6,0.2,1,1.8,0.016
0.12,1,1.4,0.2,0.77,1.2,0.016
0.12,1.13,1.4,0.2,1.2,1.8,0.016
0.12,1.13,1.1,0.2,0.92,1.2,0.016
0.12,1.25,1.3,0.2,1.3,1.8,0.016
0.12,1.25,1.1,0.2,0.99,1.2,0.016
0.12,1.38,1.1,0.2,1.5,1.8,0.016
0.12,1.38,0.89,0.2,1.2,1.2,0.016
0.12,1.5,0.95,0.2,1.7,1.8,0.016
0.12,1.5,0.81,0.2,1.3,1.2,0.016
0.12,1.75,0.84,0.2,1.9,1.8,0.016
0.12,1.75,0.71,0.2,1.5,1.2,0.016
0.12,2,0.69,0.2,2.3,1.8,0.016
0.12,2,0.58,0.2,1.8,1.2,0.016
0.12,0.38,14,0.2,0.15,2.4,0.018
0.12,0.38,12,0.2,0.12,1.6,0.018
0.12,0.5,8.1,0.3,0.27,2.5,0.018
0.12,0.5,6.9,0.2,0.21,1.7,0.018
0.12,0.63,5.7,0.3,0.39,2.5,0.018
0.12,0.63,4.9,0.2,0.3,1.7,0.018
0.12,0.75,4.4,0.3,0.51,2.5,0.018
0.12,0.75,3.7,0.2,0.39,1.7,0.018
0.12,0.88,3.6,0.3,0.62,2.5,0.018
0.12,0.88,3,0.2,0.48,1.7,0.018
0.12,1,3.1,0.3,0.71,2.5,0.018
0.12,1,2.6,0.2,0.55,1.7,0.018
0.12,1.13,2.7,0.3,0.84,2.5,0.018
0.12,1.13,2.3,0.2,0.65,1.7,0.018
0.12,1.25,2.4,0.3,0.94,2.5,0.018
0.12,1.25,2,0.2,0.73,1.7,0.018
0.12,1.38,2.1,0.3,1.1,2.5,0.018
0.12,1.38,1.8,0.2,0.82,1.7,0.018
0.12,1.5,1.9,0.3,1.2,2.5,0.018
0.12,1.5,1.6,0.2,0.9,1.7,0.018
0.12,1.75,1.6,0.3,1.4,2.5,0.018
0.12,1.75,1.4,0.2,1.1,1.7,0.018
0.12,2,1.4,0.3,1.6,2.5,0.018
0.12,2,1.1,0.2,1.3,1.7,0.018
0.12,2.25,1.2,0.3,1.8,2.5,0.018
0.12,2.25,1,0.2,1.4,1.7,0.018
0.12,0.5,14,0.4,0.21,3.4,0.02
0.12,0.5,12,0.3,0.16,2.3,0.02
0.12,0.63,10,0.4,0.3,3.4,0.02
0.12,0.63,8.6,0.3,0.23,2.3,0.02
0.12,0.75,7.9,0.4,0.38,3.4,0.02
0.12,0.75,6.7,0.3,0.29,2.3,0.02
0.12,0.88,6.4,0.4,0.47,3.4,0.02
0.12,0.88,5.4,0.3,0.37,2.3,0.02
0.12,1,5.6,0.4,0.54,3.4,0.02
0.12,1,4.7,0.3,0.42,2.3,0.02
0.12,1.13,4.8,0.4,0.63,3.4,0.02
0.12,1.13,4.1,0.3,0.48,2.3,0.02
0.12,1.25,4.2,0.4,0.71,3.4,0.02
0.12,1.25,3.6,0.3,0.55,2.3,0.02
0.12,1.38,3.8,0.4,0.8,3.4,0.02
0.12,1.38,3.2,0.3,0.62,2.3,0.02
0.12,1.5,3.5,0.4,0.87,3.4,0.02
0.12,1.5,2.9,0.3,0.67,2.3,0.02
0.12,1.75,2.9,0.4,1,3.4,0.02
0.12,1.75,2.5,0.3,0.8,2.3,0.02
0.12,2,2.5,0.4,1.2,3.4,0.02
0.12,2,2.1,0.3,0.95,2.3,0.02
0.12,2.25,2.1,0.4,1.4,3.4,0.02
0.12,2.25,1.8,0.3,1.1,2.3,0.02
0.12,0.63,17,0.4,0.23,4.3,0.022
0.12,0.63,15,0.3,0.18,2.9,0.022
0.12,0.75,13,0.4,0.3,4.3,0.022
0.12,0.75,11,0.3,0.23,2.9,0.022
0.12,0.88,11,0.4,0.37,4.3,0.022
0.12,0.88,9.2,0.3,0.28,2.9,0.022
0.12,1,9.2,0.4,0.43,4.3,0.022
0.12,1,7.8,0.3,0.33,2.9,0.022
0.12,1.13,8,0.4,0.49,4.3,0.022
0.12,1.13,6.8,0.3,0.38,2.9,0.022
0.12,1.25,7,0.4,0.56,4.3,0.022
0.12,1.25,6,0.3,0.44,2.9,0.022
0.12,1.38,6.4,0.4,0.62,4.3,0.022
0.12,1.38,5.4,0.3,0.48,2.9,0.022
0.12,1.5,5.7,0.4,0.69,4.3,0.022
0.12,1.5,4.8,0.3,0.53,2.9,0.022
0.12,1.75,4.8,0.4,0.83,4.3,0.022
0.12,1.75,4,0.3,0.64,2.9,0.022
0.12,2,4.1,0.4,0.96,4.3,0.022
0.12,2,3.5,0.3,0.74,2.9,0.022
0.12,2.25,3.6,0.4,1.1,4.3,0.022
0.12,2.25,3.1,0.3,0.84,2.9,0.022
0.12,2.5,3.2,0.4,1.2,4.3,0.022
0.12,2.5,2.7,0.3,0.94,2.9,0.022
0.18,0.63,0.6,0.07,1.4,0.9,0.014
0.18,0.63,0.51,0.06,1,0.58,0.014
0.18,0.75,0.4,0.07,2.1,0.9,0.014
0.18,0.75,0.34,0.06,1.5,0.58,0.014
0.18,1,0.3,0.07,2.8,0.9,0.014
0.18,1,0.26,0.06,2,0.58,0.014
0.18,1.25,0.2,0.07,4.1,0.9,0.014
0.18,1.25,0.17,0.06,3.1,0.58,0.014
0.18,1.5,0.1,0.07,8.3,0.9,0.014
0.18,1.5,0.09,0.06,6.1,0.58,0.014
0.18,0.63,2.1,0.1,0.75,1.7,0.018
0.18,0.63,1.7,0.1,0.58,1.1,0.018
0.18,0.75,1.5,0.1,1,1.7,0.018
0.18,0.75,1.3,0.1,0.8,1.1,0.018
0.18,0.88,1.1,0.1,1.4,1.7,0.018
0.18,0.88,0.96,0.1,1.1,1.1,0.018
0.18,1,0.93,0.1,1.7,1.7,0.018
0.18,1,0.79,0.1,1.3,1.1,0.018
0.18,1.13,0.77,0.1,2,1.7,0.018
0.18,1.13,0.65,0.1,1.6,1.1,0.018
0.18,1.25,0.67,0.1,2.3,1.7,0.018
0.18,1.25,0.57,0.1,1.8,1.1,0.018
0.18,1.38,0.58,0.1,2.7,1.7,0.018
0.18,1.38,0.49,0.1,2.1,1.1,0.018
0.18,1.5,0.5,0.1,3.1,1.7,0.018
0.18,1.5,0.43,0.1,2.4,1.1,0.018
0.18,1.63,0.45,0.1,3.4,1.7,0.018
0.18,1.63,0.38,0.1,2.7,1.1,0.018
0.18,1.75,0.46,0.1,3.4,1.7,0.018
0.18,1.75,0.39,0.1,2.6,1.1,0.018
0.18,1.88,0.38,0.1,4.1,1.7,0.018
0.18,1.88,0.32,0.1,3.2,1.1,0.018
0.18,2,0.38,0.1,4.1,1.7,0.018
0.18,2,0.32,0.1,3.2,1.1,0.018
0.18,2.25,0.3,0.1,5.1,1.7,0.018
0.18,2.25,0.26,0.1,4,1.1,0.018
0.18,2.5,0.29,0.1,5.4,1.7,0.018
